node_id,zone_id,x_coord,y_coord,geometry
10928,,139.1507112,35.2421984,POINT (139.1507112 35.2421984)
10929,,139.1509203,35.2406162,POINT (139.1509203 35.2406162)
10930,,139.1498913,35.2399739,POINT (139.1498913 35.2399739)
10931,,139.8762064,35.7325195,POINT (139.8762064 35.7325195)
10932,,139.8753336,35.7319045,POINT (139.8753336 35.7319045)
10933,,139.8769369,35.7330073,POINT (139.8769369 35.7330073)
10934,,139.8720705,35.7296823,POINT (139.8720705 35.7296823)
10935,,139.8719468,35.7295937,POINT (139.8719468 35.7295937)
10936,,139.7570805,35.6475932,POINT (139.7570805 35.6475932)
10937,,139.7600109,35.655233,POINT (139.7600109 35.655233)
10938,,139.760018,35.6560199,POINT (139.760018 35.6560199)
10939,,139.7599921,35.6528202,POINT (139.7599921 35.6528202)
10940,,139.7599942,35.653049,POINT (139.7599942 35.653049)
10941,,139.7736341,35.6825088,POINT (139.7736341 35.6825088)
10942,,139.7909701,35.6744083,POINT (139.7909701 35.6744083)
10943,,139.7920435,35.6737077,POINT (139.7920435 35.6737077)
10944,,139.8147749,35.6956901,POINT (139.8147749 35.6956901)
10945,,139.815841,35.6958044,POINT (139.815841 35.6958044)
10946,,139.8165751,35.6958349,POINT (139.8165751 35.6958349)
10947,,139.8187727,35.6962855,POINT (139.8187727 35.6962855)
10948,,139.8192366,35.6963083,POINT (139.8192366 35.6963083)
10949,,139.8178702,35.6961064,POINT (139.8178702 35.6961064)
10950,,139.8175906,35.6960063,POINT (139.8175906 35.6960063)
10951,,139.5424323,35.7312244,POINT (139.5424323 35.7312244)
10952,,139.5420375,35.7302862,POINT (139.5420375 35.7302862)
10953,,139.5415277,35.729156,POINT (139.5415277 35.729156)
10954,,139.7610353,35.6784502,POINT (139.7610353 35.6784502)
10955,,139.7598608,35.6752096,POINT (139.7598608 35.6752096)
10956,,139.7596743,35.6749918,POINT (139.7596743 35.6749918)
10957,,139.6606066,35.6461461,POINT (139.6606066 35.6461461)
10958,,139.6655673,35.6346899,POINT (139.6655673 35.6346899)
10959,,139.6952866,35.6936255,POINT (139.6952866 35.6936255)
10960,,139.6950797,35.6936841,POINT (139.6950797 35.6936841)
10961,,139.6960537,35.6934149,POINT (139.6960537 35.6934149)
10962,,139.5859871,36.1840954,POINT (139.5859871 36.1840954)
10963,,139.5865264,36.1823576,POINT (139.5865264 36.1823576)
10964,,139.9014701,35.702594,POINT (139.9014701 35.702594)
10965,,139.9053606,35.7039285,POINT (139.9053606 35.7039285)
10966,,139.8824983,35.6932564,POINT (139.8824983 35.6932564)
10967,,139.8820041,35.6973459,POINT (139.8820041 35.6973459)
10968,,139.8825464,35.692816,POINT (139.8825464 35.692816)
10969,,139.8827516,35.6906831,POINT (139.8827516 35.6906831)
10970,,139.8819759,35.6975406,POINT (139.8819759 35.6975406)
10971,,139.8817172,35.6996495,POINT (139.8817172 35.6996495)
10972,,139.8790519,35.6974757,POINT (139.8790519 35.6974757)
10973,,139.8808767,35.6974732,POINT (139.8808767 35.6974732)
10974,,139.8796254,35.7097464,POINT (139.8796254 35.7097464)
10975,,139.8801711,35.7073821,POINT (139.8801711 35.7073821)
10976,,139.8800141,35.7080199,POINT (139.8800141 35.7080199)
10977,,139.8804238,35.7064018,POINT (139.8804238 35.7064018)
10978,,139.8807447,35.7051973,POINT (139.8807447 35.7051973)
10979,,139.881485,35.7015031,POINT (139.881485 35.7015031)
10980,,139.8817798,35.7003577,POINT (139.8817798 35.7003577)
10981,,139.8818828,35.6997759,POINT (139.8818828 35.6997759)
10982,,139.8649092,35.6991133,POINT (139.8649092 35.6991133)
10983,,139.8628825,35.6990592,POINT (139.8628825 35.6990592)
10984,,139.8774424,35.6975034,POINT (139.8774424 35.6975034)
10985,,139.7062011,35.6894807,POINT (139.7062011 35.6894807)
10986,,139.7148405,35.6873314,POINT (139.7148405 35.6873314)
10987,,139.9144195,35.7082809,POINT (139.9144195 35.7082809)
10988,,139.9125074,35.7071185,POINT (139.9125074 35.7071185)
10989,,139.9117394,35.7065734,POINT (139.9117394 35.7065734)
10990,,139.9085551,35.7050486,POINT (139.9085551 35.7050486)
10991,,139.9082604,35.7051504,POINT (139.9082604 35.7051504)
10992,,139.9112633,35.7067967,POINT (139.9112633 35.7067967)
10993,,139.7244488,35.6664209,POINT (139.7244488 35.6664209)
10994,,139.7242689,35.6670965,POINT (139.7242689 35.6670965)
10995,,139.7236311,35.6697625,POINT (139.7236311 35.6697625)
10996,,139.7192039,35.6804287,POINT (139.7192039 35.6804287)
10997,,139.8830213,35.6895541,POINT (139.8830213 35.6895541)
10998,,139.882188,35.6854967,POINT (139.882188 35.6854967)
10999,,139.8905428,35.6807186,POINT (139.8905428 35.6807186)
11000,,139.8895125,35.6819564,POINT (139.8895125 35.6819564)
11001,,139.8790022,35.6774881,POINT (139.8790022 35.6774881)
11002,,139.8774918,35.6745868,POINT (139.8774918 35.6745868)
11003,,139.8897065,35.6820643,POINT (139.8897065 35.6820643)
11004,,139.8906152,35.6807556,POINT (139.8906152 35.6807556)
11005,,139.881781,35.6845744,POINT (139.881781 35.6845744)
11006,,139.882098,35.6855053,POINT (139.882098 35.6855053)
11007,,139.8827867,35.6872328,POINT (139.8827867 35.6872328)
11008,,139.8824385,35.6860793,POINT (139.8824385 35.6860793)
11009,,139.8821469,35.6859418,POINT (139.8821469 35.6859418)
11010,,139.8825716,35.6874066,POINT (139.8825716 35.6874066)
11011,,139.8893459,35.6821233,POINT (139.8893459 35.6821233)
